Date,Player_Name,Team,Opponent,Runs,Balls_Faced,Fours,Sixes,Wickets,Economy_Rate,Match_Result,Match_Type,Player_Impact_Score,Strike_Rate,Catches,Target_Score
2023-11-08,Virat Kohli,Australia,India,127,49,8,20,2,7.68,Loss,Test,164.14,259.18,4,261
2021-02-11,David Warner,Australia,New Zealand,29,142,4,2,0,3.45,Win,ODI,21.6,20.42,1,198
2024-09-20,Virat Kohli,South Africa,New Zealand,199,127,5,0,1,8.66,Tie,Test,112.18,156.69,1,301
2025-04-11,Jos Buttler,Bangladesh,England,136,76,6,20,5,4.53,Tie,ODI,230.94,178.95,2,389
2020-08-18,Babar Azam,India,Sri Lanka,153,89,23,9,0,4.65,Tie,Test,140.2,171.91,4,202
2021-05-26,Joe Root,India,Bangladesh,40,93,7,5,3,4.4,Tie,ODI,100.2,43.01,2,260
2023-10-06,Joe Root,Pakistan,Bangladesh,33,106,1,4,5,4.53,Tie,ODI,121.44,31.13,2,140
2020-08-19,Steve Smith,India,Sri Lanka,158,35,29,7,1,5.78,Win,Test,166.44,451.43,2,327
2024-06-15,Virat Kohli,Bangladesh,England,98,101,22,5,3,8.82,Loss,ODI,150.36,97.03,1,194
2025-04-21,Joe Root,Bangladesh,Sri Lanka,1,39,0,0,5,7.53,Loss,ODI,85.44,2.56,3,259
2025-02-04,Jos Buttler,India,Pakistan,68,68,16,1,1,7.8,Win,ODI,73.4,100,1,145
2022-04-01,David Warner,Sri Lanka,England,24,99,0,2,0,6.75,Loss,Test,4.5,24.24,4,378
2021-04-30,Jos Buttler,Pakistan,South Africa,8,94,2,1,3,3.46,Loss,Test,64.08,8.51,2,365
2022-06-08,Jos Buttler,New Zealand,Pakistan,44,30,5,5,0,7.25,Tie,ODI,32.5,146.67,1,329
2022-06-10,Virat Kohli,Sri Lanka,New Zealand,76,36,14,9,1,5.77,Loss,T20,101.46,211.11,2,351
2021-02-01,David Warner,Bangladesh,India,195,45,20,13,3,5.69,Tie,ODI,225.12,433.33,1,142
2021-09-05,Virat Kohli,Sri Lanka,New Zealand,50,91,7,6,1,4.89,Win,Test,67.22,54.95,4,327
2022-08-09,Kane Williamson,England,Pakistan,153,126,30,0,5,8.08,Loss,Test,220.34,121.43,4,143
2021-06-25,Rohit Sharma,New Zealand,England,77,83,3,4,4,9.81,Win,Test,116.88,92.77,2,394
2020-12-09,David Warner,South Africa,Australia,23,80,5,0,4,8.76,Loss,Test,83.98,28.75,3,228
2024-02-28,Steve Smith,Australia,Pakistan,74,22,7,1,5,9.71,Loss,ODI,134.58,336.36,3,193
2022-04-21,Babar Azam,India,New Zealand,155,23,16,19,2,8.39,Loss,T20,189.72,673.91,4,149
2020-05-31,David Warner,Bangladesh,Australia,34,8,6,3,1,3.66,Tie,ODI,50.68,425,2,391
2022-02-12,Kane Williamson,Pakistan,Bangladesh,46,63,10,1,5,5.13,Loss,ODI,135.74,73.02,0,318
2022-07-03,David Warner,Sri Lanka,England,165,9,36,6,3,9.88,Win,ODI,212.74,1833.33,3,285
2024-10-19,Virat Kohli,Pakistan,Australia,134,44,8,2,1,7.64,Loss,T20,93.72,304.55,4,388
2020-08-17,Joe Root,Australia,South Africa,118,15,25,8,2,5.57,Tie,Test,161.86,786.67,3,165
2025-06-14,Virat Kohli,Bangladesh,South Africa,196,96,22,32,4,9.76,Win,ODI,298.48,204.17,2,123
2020-06-20,Steve Smith,Sri Lanka,New Zealand,135,121,1,20,1,7.91,Tie,T20,133.68,111.57,3,380
2025-03-16,Jos Buttler,Bangladesh,Pakistan,43,138,1,2,4,9.52,Loss,ODI,90.46,31.16,3,320
2023-02-18,Joe Root,India,England,155,59,2,5,2,6.06,Win,ODI,124.38,262.71,0,395
2021-03-03,Rohit Sharma,England,New Zealand,2,21,0,0,4,8.77,Win,Test,63.46,9.52,1,382
2022-10-17,Steve Smith,England,Australia,33,65,8,0,4,9.47,Loss,Test,93.56,50.77,0,148
2024-10-05,David Warner,Australia,Bangladesh,149,87,30,20,0,4.58,Win,ODI,185.34,171.26,3,230
2022-03-15,Steve Smith,India,Australia,192,17,39,24,2,6.45,Loss,ODI,273.1,1129.41,1,176
2024-10-13,Rohit Sharma,Pakistan,India,43,104,1,6,5,6.96,Tie,T20,127.58,41.35,4,179
2021-12-18,Babar Azam,Sri Lanka,England,129,46,1,13,3,6.65,Loss,ODI,152.2,280.43,4,244
2023-03-25,Jos Buttler,Australia,Sri Lanka,120,120,22,2,2,9.27,Loss,ODI,131.46,100,1,193
2024-02-29,Steve Smith,Australia,England,132,112,31,4,4,9.92,Tie,Test,200.16,117.86,2,256
2025-02-15,Jos Buttler,England,Australia,115,114,11,14,3,6.31,Tie,T20,168.88,100.88,1,390
2020-05-06,Rohit Sharma,Pakistan,Sri Lanka,96,1,16,13,0,3.66,Tie,ODI,111.68,9600,0,131
2025-04-23,Virat Kohli,Pakistan,Bangladesh,68,97,9,7,2,9.83,Tie,T20,93.34,70.1,0,136
2022-07-15,Jos Buttler,New Zealand,Pakistan,85,124,5,12,3,4.77,Loss,ODI,138.96,68.55,4,210
2022-06-05,Jos Buttler,Bangladesh,New Zealand,195,32,45,21,4,4.72,Win,T20,321.06,609.38,0,150
2020-12-12,Babar Azam,Bangladesh,New Zealand,140,124,27,16,5,3.39,Loss,ODI,265.22,112.9,2,157
2021-03-25,Joe Root,Bangladesh,South Africa,158,117,23,7,1,3.14,Win,Test,159.72,135.04,1,122
2025-03-23,Jos Buttler,Sri Lanka,New Zealand,169,26,36,25,3,4.04,Loss,Test,283.42,650,3,345
2024-09-25,Jos Buttler,New Zealand,Sri Lanka,2,8,0,0,4,7.6,Loss,ODI,65.8,25,0,385
2024-01-01,Virat Kohli,Pakistan,South Africa,113,69,24,0,5,3.6,Loss,Test,197.3,163.77,0,135
2021-05-31,Virat Kohli,South Africa,Sri Lanka,158,79,10,0,5,4.21,Loss,T20,190.58,200,3,397
2024-11-11,Rohit Sharma,Sri Lanka,Pakistan,51,45,3,6,1,4.51,Loss,T20,60.48,113.33,4,270
2020-07-12,Jos Buttler,England,New Zealand,104,60,11,11,3,9.72,Tie,T20,147.56,173.33,1,310
2020-01-12,David Warner,Bangladesh,South Africa,30,120,0,3,0,4.65,Tie,ODI,14.7,25,3,272
2024-12-12,Steve Smith,England,Pakistan,102,71,23,6,1,5.99,Win,T20,123.02,143.66,2,274
2024-11-05,Jos Buttler,Australia,South Africa,75,19,17,12,0,3.97,Win,ODI,99.56,394.74,2,256
2021-01-09,David Warner,Sri Lanka,South Africa,4,18,1,0,1,9.3,Tie,T20,5.4,22.22,3,308
2021-09-02,David Warner,South Africa,Bangladesh,36,122,7,4,3,5.36,Tie,Test,93.28,29.51,1,316
2023-08-16,Rohit Sharma,India,Pakistan,10,91,0,1,4,7.89,Tie,ODI,72.22,10.99,1,183
2022-06-30,Babar Azam,England,New Zealand,122,21,15,3,0,7.39,Win,ODI,85.22,580.95,0,274
2020-07-04,Kane Williamson,India,Bangladesh,121,92,23,10,2,4.98,Tie,ODI,166.54,131.52,1,369
2024-11-20,David Warner,Pakistan,Bangladesh,46,16,7,2,4,4.9,Loss,T20,113.2,287.5,0,292
2023-11-29,David Warner,India,Pakistan,51,98,11,0,3,5.32,Loss,T20,96.86,52.04,0,192
2022-12-11,Kane Williamson,New Zealand,South Africa,146,55,15,16,1,7.03,Loss,T20,156.94,265.45,0,171
2025-02-23,Kane Williamson,South Africa,India,166,49,0,21,3,3.44,Loss,ODI,199.12,338.78,3,365
2024-01-20,Joe Root,England,Pakistan,160,5,35,1,1,9.61,Loss,Test,153.78,3200,1,174
2023-09-28,Rohit Sharma,Bangladesh,New Zealand,177,30,16,22,3,8.49,Loss,T20,229.52,590,1,148
2022-01-24,Virat Kohli,Australia,Sri Lanka,101,72,6,10,3,8.96,Tie,Test,134.58,140.28,4,314
2022-06-06,David Warner,Sri Lanka,Australia,38,93,6,5,3,3.44,Win,ODI,99.12,40.86,2,131
2020-03-11,Rohit Sharma,South Africa,Australia,112,137,11,10,4,5.95,Tie,Test,176.1,81.75,0,391
2022-08-03,Rohit Sharma,Australia,India,117,55,9,14,1,5.19,Loss,T20,128.12,212.73,0,316
2021-12-24,Kane Williamson,Pakistan,Australia,105,77,0,1,4,3.7,Loss,Test,128.1,136.36,0,266
2020-04-28,Rohit Sharma,England,India,54,78,7,1,1,4.96,Loss,Test,54.08,69.23,3,150
2020-06-08,David Warner,Pakistan,England,88,45,13,12,4,5.1,Tie,T20,175.8,195.56,2,331
2024-01-21,Babar Azam,Pakistan,New Zealand,161,76,11,1,3,5.9,Win,T20,153.7,211.84,3,341
2022-10-11,Kane Williamson,South Africa,New Zealand,117,60,13,6,1,3.66,Loss,T20,115.18,195,2,275
2023-07-07,David Warner,Australia,Pakistan,169,50,31,18,1,6.26,Loss,T20,207.98,338,4,197
2021-08-09,David Warner,Pakistan,Bangladesh,143,106,22,15,0,4.68,Tie,Test,151.14,134.91,0,394
2023-02-19,Steve Smith,Australia,Sri Lanka,134,59,31,19,0,9.4,Win,T20,167.2,227.12,1,290
2025-04-04,Rohit Sharma,Sri Lanka,Australia,195,49,16,8,4,5.07,Loss,Test,223.36,397.96,4,267
2022-08-09,David Warner,Bangladesh,Pakistan,29,92,6,2,4,6.65,Tie,ODI,99.2,31.52,1,346
2021-08-09,Virat Kohli,New Zealand,Sri Lanka,96,104,5,5,5,5.71,Win,T20,161.58,92.31,4,206
2022-11-03,Babar Azam,Bangladesh,Pakistan,181,41,12,20,0,8.01,Win,Test,158.48,441.46,0,177
2024-08-31,Steve Smith,New Zealand,Australia,160,42,17,11,3,4.6,Win,Test,197.8,380.95,1,397
2021-08-18,Steve Smith,Australia,South Africa,65,40,12,8,5,9.3,Tie,ODI,161.9,162.5,1,208
2023-07-10,David Warner,England,India,43,143,10,1,3,5.36,Win,Test,93.78,30.07,1,295
2024-10-07,David Warner,Pakistan,England,36,136,7,1,4,4.21,Loss,ODI,106.58,26.47,2,221
2024-03-02,Rohit Sharma,Bangladesh,Australia,155,69,34,22,2,3.66,Tie,Test,244.18,224.64,1,369
2023-02-18,Joe Root,Bangladesh,Australia,35,14,5,0,0,5.04,Loss,Test,17.42,250,2,243
2024-12-21,Jos Buttler,Bangladesh,England,34,33,4,1,4,4.36,Loss,Test,99.28,103.03,2,345
2024-11-28,Kane Williamson,India,New Zealand,172,81,14,28,4,4.17,Loss,T20,269.66,212.35,3,145
2022-03-23,Kane Williamson,South Africa,Sri Lanka,85,23,13,0,5,4.87,Tie,ODI,158.76,369.57,2,181
2024-06-09,Steve Smith,Bangladesh,India,151,43,11,18,0,7.29,Tie,ODI,136.92,351.16,0,247
2025-02-11,Jos Buttler,New Zealand,Australia,72,140,8,3,5,5.71,Loss,T20,149.58,51.43,4,303
2022-04-21,Joe Root,Pakistan,Australia,10,68,0,1,5,4.51,Tie,ODI,98.98,14.71,1,303
2020-04-19,Virat Kohli,New Zealand,Australia,189,13,32,4,4,6.83,Tie,Test,236.84,1453.85,0,123
2023-01-13,Babar Azam,Bangladesh,New Zealand,10,5,2,1,1,3.95,Loss,ODI,24.1,200,3,237
2025-02-25,Virat Kohli,Australia,Bangladesh,94,8,22,3,1,6.29,Loss,T20,107.42,1175,4,318
2025-02-07,David Warner,Pakistan,South Africa,75,8,13,3,3,3.73,Loss,ODI,125.04,937.5,3,136
2023-01-14,Joe Root,South Africa,England,81,147,1,12,3,9.47,Tie,Test,119.56,55.1,3,268
2020-01-08,Jos Buttler,Australia,South Africa,94,16,11,6,0,6.9,Tie,ODI,73.2,587.5,4,375
2023-01-31,Babar Azam,New Zealand,Bangladesh,169,44,20,20,1,7.68,Tie,Test,189.14,384.09,2,383
2021-04-10,Steve Smith,Bangladesh,India,165,33,15,0,5,5.99,Win,ODI,200.52,500,4,399
2021-11-12,Kane Williamson,India,Sri Lanka,121,145,11,15,1,8.82,Win,Test,129.86,83.45,1,329
2021-03-11,Joe Root,Pakistan,Sri Lanka,71,17,5,3,1,4.55,Win,T20,65.4,417.65,4,358
2020-06-22,Virat Kohli,Pakistan,South Africa,24,96,2,1,2,4.26,Tie,ODI,50.48,25,3,389
2022-08-19,Kane Williamson,India,Sri Lanka,112,60,15,5,5,7.26,Tie,ODI,186.48,186.67,0,287
2025-01-11,Kane Williamson,South Africa,Australia,46,104,10,5,0,8.08,Tie,ODI,41.84,44.23,1,400
2020-03-21,Joe Root,Australia,New Zealand,58,71,4,3,5,8.92,Loss,ODI,128.16,81.69,0,391
2023-01-24,Joe Root,South Africa,Bangladesh,91,76,19,13,1,5.54,Tie,T20,131.42,119.74,0,181
2025-05-26,Steve Smith,Australia,New Zealand,194,138,29,18,1,7.29,Tie,ODI,214.42,140.58,2,298
2020-05-24,Jos Buttler,Bangladesh,New Zealand,196,87,14,15,1,3.75,Loss,T20,183.5,225.29,2,182
2024-05-03,Joe Root,Sri Lanka,New Zealand,26,93,1,1,2,5.8,Win,ODI,46.4,27.96,4,315
2024-09-24,Steve Smith,England,South Africa,17,27,4,0,2,9.11,Loss,Test,38.28,62.96,2,147
2021-10-25,Joe Root,Bangladesh,Pakistan,73,87,0,12,5,8.38,Win,ODI,155.74,83.91,2,163
2024-08-10,Babar Azam,India,South Africa,39,44,9,1,4,6.39,Win,Test,107.72,88.64,1,192
2022-05-15,Kane Williamson,New Zealand,Australia,176,78,28,24,1,5.78,Tie,T20,224.44,225.64,2,214
2024-12-11,Virat Kohli,Bangladesh,Sri Lanka,146,4,11,19,4,7.4,Tie,Test,217.2,3650,0,234
2023-11-14,Joe Root,Pakistan,England,1,28,0,0,3,4.44,Loss,Test,51.62,3.57,4,120
2020-10-17,Babar Azam,India,Bangladesh,46,9,11,5,5,4.5,Win,T20,151,511.11,4,329
2023-02-05,Joe Root,England,India,171,121,8,5,0,7.02,Tie,T20,102.46,141.32,4,141
2021-10-23,Jos Buttler,Sri Lanka,England,119,4,1,8,0,7.64,Win,ODI,70.22,2975,3,373
2024-09-01,Rohit Sharma,South Africa,New Zealand,166,59,16,6,1,6.78,Win,ODI,139.44,281.36,3,123
2021-10-29,Joe Root,India,Bangladesh,68,54,9,1,4,8.43,Win,Test,118.14,125.93,3,364
2023-11-12,David Warner,South Africa,New Zealand,52,48,1,7,4,5.45,Tie,ODI,118.1,108.33,3,387
2021-07-01,David Warner,South Africa,Bangladesh,132,149,0,9,1,4.27,Tie,T20,104.46,88.59,4,292
2024-09-27,Babar Azam,South Africa,Bangladesh,9,90,1,1,3,7.78,Tie,Test,53.94,10,4,166
2021-06-11,Babar Azam,Bangladesh,Sri Lanka,15,111,3,1,0,5.33,Win,ODI,5.84,13.51,3,129
2020-04-29,Babar Azam,South Africa,Australia,162,7,36,0,0,6.74,Tie,ODI,139.52,2314.29,4,321
2023-06-23,David Warner,Pakistan,India,126,105,15,4,4,5.08,Loss,ODI,174.84,120,1,349
2025-05-20,Rohit Sharma,South Africa,Sri Lanka,126,56,15,8,2,3.64,Win,Test,149.72,225,3,367
2022-11-30,Babar Azam,Sri Lanka,New Zealand,129,127,8,5,4,6.86,Win,ODI,161.78,101.57,0,243
2020-09-09,Virat Kohli,South Africa,Sri Lanka,75,73,15,7,3,4.64,Win,Test,139.22,102.74,0,223
2024-04-15,Kane Williamson,India,Pakistan,184,33,7,19,5,6.61,Win,Test,249.78,557.58,4,227
2025-03-13,Jos Buttler,Australia,Pakistan,42,93,7,5,3,8.7,Win,T20,92.6,45.16,1,398
2022-02-15,Joe Root,Sri Lanka,Bangladesh,156,97,25,12,2,6.46,Tie,ODI,191.08,160.82,0,273
2023-11-05,David Warner,Sri Lanka,England,91,6,20,10,4,8.05,Tie,Test,179.4,1516.67,2,381
2021-03-18,Kane Williamson,England,Pakistan,62,46,11,7,2,5.35,Loss,T20,103.3,134.78,3,166
2020-07-05,Babar Azam,Pakistan,Sri Lanka,197,14,19,22,0,9.05,Tie,ODI,184.4,1407.14,2,133
2021-01-29,Joe Root,Bangladesh,Sri Lanka,135,23,30,19,0,5.01,Win,ODI,174.48,586.96,2,328
2025-01-14,Joe Root,Pakistan,England,37,123,6,5,5,3.16,Win,T20,139.18,30.08,1,136
2021-09-11,Jos Buttler,Pakistan,England,67,74,10,11,5,7.61,Loss,ODI,171.28,90.54,2,377
2021-04-15,Joe Root,Sri Lanka,Bangladesh,88,33,22,11,4,7,Tie,ODI,187,266.67,1,182
2020-08-24,Kane Williamson,New Zealand,India,5,85,0,0,4,5.93,Loss,ODI,70.64,5.88,3,351
2022-03-11,Joe Root,India,Sri Lanka,197,87,39,29,0,3.73,Loss,Test,256.04,226.44,1,133
2022-06-10,Jos Buttler,Pakistan,Sri Lanka,120,141,9,9,3,3.32,Win,T20,158.36,85.11,0,255
2023-03-29,Jos Buttler,England,South Africa,13,85,2,1,1,6.37,Win,Test,20.76,15.29,3,222
2021-03-05,Babar Azam,Australia,Sri Lanka,22,48,2,2,0,3.81,Win,T20,13.38,45.83,0,285
2023-04-21,Steve Smith,Australia,India,142,116,31,9,3,6.15,Tie,Test,207.7,122.41,4,254
2022-05-27,Rohit Sharma,Pakistan,Bangladesh,112,36,18,17,0,6.71,Tie,Test,129.58,311.11,1,304
2021-10-28,Rohit Sharma,Australia,Pakistan,53,26,3,3,2,5.05,Win,ODI,71.4,203.85,0,179
2024-04-20,Steve Smith,Bangladesh,England,166,106,30,1,1,3.45,Loss,Test,159.1,156.6,4,365
2020-06-08,Rohit Sharma,Australia,Bangladesh,192,93,10,15,2,3.56,Win,T20,193.88,206.45,4,336
2024-05-25,Rohit Sharma,South Africa,India,169,141,21,25,2,7.23,Loss,T20,227.04,119.86,1,172
2020-05-18,Babar Azam,Pakistan,Australia,68,78,2,3,4,4.2,Tie,ODI,118.6,87.18,4,279
2022-04-21,Jos Buttler,Sri Lanka,Australia,106,45,13,12,2,9.81,Win,T20,135.38,235.56,1,138
2023-09-10,Rohit Sharma,India,Australia,173,54,6,1,0,3.25,Loss,ODI,95,320.37,2,153
2020-08-23,David Warner,Australia,Bangladesh,104,7,5,8,2,6.6,Tie,ODI,112.8,1485.71,1,315
2021-06-21,Virat Kohli,South Africa,Pakistan,156,75,36,17,5,4.75,Win,ODI,291.5,208,4,189
2023-03-14,Kane Williamson,England,Bangladesh,14,63,2,1,4,9.73,Loss,ODI,74.54,22.22,2,371
2024-05-31,Joe Root,Australia,India,176,62,19,0,0,7.85,Loss,ODI,110.3,283.87,0,132
2024-02-03,Kane Williamson,Sri Lanka,New Zealand,128,95,29,0,0,6.95,Loss,T20,108.1,134.74,3,206
2024-02-28,David Warner,India,South Africa,51,80,11,5,5,7.15,Loss,T20,148.2,63.75,4,263
2025-04-29,Kane Williamson,Sri Lanka,South Africa,154,37,16,11,5,5.73,Win,ODI,230.54,416.22,2,347
2022-11-01,Rohit Sharma,South Africa,Australia,69,122,17,2,2,6.92,Win,ODI,100.66,56.56,2,321
2021-03-02,Kane Williamson,South Africa,New Zealand,98,121,1,14,3,6.22,Tie,Test,140.56,80.99,0,357
2020-11-24,Jos Buttler,New Zealand,India,101,61,25,1,0,3.89,Loss,T20,95.72,165.57,2,350
2023-01-06,Kane Williamson,Australia,New Zealand,157,36,26,8,0,3.01,Tie,T20,148.48,436.11,4,218
2023-08-18,Kane Williamson,Pakistan,Australia,110,116,9,7,0,8.81,Win,T20,76.38,94.83,2,142
2024-12-14,David Warner,New Zealand,South Africa,35,72,1,0,2,8.39,Tie,Test,42.72,48.61,1,319
2025-06-09,Joe Root,India,Australia,123,138,10,10,0,7.03,Loss,ODI,97.44,89.13,4,224
2024-08-06,Babar Azam,Pakistan,England,120,96,8,6,0,3.82,Loss,Test,86.36,125,4,178
2021-05-27,Jos Buttler,New Zealand,South Africa,78,93,14,3,4,3.12,Tie,ODI,149.76,83.87,4,258
2024-07-14,Steve Smith,England,South Africa,16,115,2,0,1,4.89,Loss,T20,22.22,13.91,2,216
2021-04-08,Virat Kohli,Pakistan,Australia,33,27,5,2,1,8.1,Loss,ODI,36.3,122.22,2,204
2020-07-11,Jos Buttler,Pakistan,Australia,66,89,6,7,5,8.37,Tie,T20,149.26,74.16,4,157
2023-07-24,Joe Root,New Zealand,Pakistan,87,71,19,3,3,8.23,Loss,Test,134.04,122.54,2,140
2025-05-30,Rohit Sharma,New Zealand,India,60,85,7,2,0,3.85,Tie,Test,42.3,70.59,4,240
2024-11-01,Jos Buttler,South Africa,Australia,14,29,3,0,3,4.02,Tie,T20,64.96,48.28,0,143
2023-08-13,Rohit Sharma,India,New Zealand,137,16,27,4,0,9.12,Loss,Test,116.26,856.25,1,215
2024-02-22,Babar Azam,Sri Lanka,India,53,109,3,0,3,4.33,Win,T20,83.84,48.62,1,380
2020-09-12,Babar Azam,India,New Zealand,22,34,2,3,1,9.67,Win,T20,24.66,64.71,3,215
2020-01-23,Rohit Sharma,Pakistan,Bangladesh,9,28,2,0,0,4.77,Tie,T20,-1.04,32.14,1,355
2025-02-02,Steve Smith,Australia,Bangladesh,188,111,7,23,3,5.09,Loss,T20,226.82,169.37,1,145
2023-10-31,Babar Azam,Sri Lanka,India,72,115,3,4,5,6.31,Tie,ODI,141.38,62.61,1,238
2025-02-25,Steve Smith,England,South Africa,119,143,18,6,2,3.13,Win,T20,147.24,83.22,1,229
2020-03-16,Joe Root,New Zealand,Pakistan,146,123,12,24,5,6.07,Tie,T20,256.86,118.7,0,128
2020-03-09,Babar Azam,England,Bangladesh,190,124,27,20,3,3.52,Tie,ODI,261.96,153.23,2,301
2024-12-11,Babar Azam,Bangladesh,Australia,141,10,2,16,5,4.33,Tie,T20,213.84,1410,3,371
2023-12-11,Kane Williamson,India,Bangladesh,41,35,1,6,5,9.36,Loss,T20,121.78,117.14,1,341
2024-02-27,Babar Azam,Australia,South Africa,169,89,11,21,2,7.48,Loss,ODI,194.54,189.89,0,378
2022-01-06,Rohit Sharma,New Zealand,Sri Lanka,1,91,0,0,0,8.6,Loss,Test,-16.7,1.1,0,172
2020-08-31,Virat Kohli,India,Bangladesh,80,104,4,12,5,7.03,Win,Test,169.94,76.92,4,201
2023-02-16,David Warner,Sri Lanka,Pakistan,106,53,9,0,2,6.35,Loss,ODI,98.3,200,3,231
2024-08-17,Joe Root,Bangladesh,New Zealand,117,28,5,14,0,8.88,Win,Test,92.74,417.86,2,376
2023-04-01,Kane Williamson,England,New Zealand,85,132,14,9,1,5.14,Tie,T20,107.22,64.39,3,144
2020-11-10,Babar Azam,Pakistan,New Zealand,120,29,2,1,5,7.99,Tie,T20,151.02,413.79,3,176
2024-05-28,Joe Root,India,Pakistan,116,8,28,12,0,7.59,Tie,T20,134.82,1450,0,203
2024-10-09,Jos Buttler,England,Pakistan,72,19,2,0,2,5.86,Win,ODI,68.28,378.95,1,272
2024-06-07,Rohit Sharma,India,New Zealand,136,31,31,8,0,5.75,Loss,T20,142.5,438.71,2,267
2020-06-10,Joe Root,England,Australia,21,11,5,2,1,5.5,Tie,ODI,35.5,190.91,1,379
2020-08-08,Joe Root,Australia,India,91,1,8,6,0,8.14,Loss,T20,63.22,9100,0,294
2022-11-26,Babar Azam,Bangladesh,New Zealand,74,115,4,1,3,8.48,Tie,Test,91.04,64.35,2,251
2024-09-25,David Warner,South Africa,Sri Lanka,177,8,21,13,1,9.06,Tie,T20,171.38,2212.5,1,396
2020-04-06,Joe Root,Sri Lanka,Pakistan,121,34,8,1,2,7.91,Loss,Test,103.68,355.88,1,192
2022-08-09,Virat Kohli,Bangladesh,South Africa,145,84,35,1,2,4.18,Loss,T20,177.14,172.62,1,197
2024-12-19,Babar Azam,Bangladesh,South Africa,9,32,1,0,1,7.59,Loss,Test,11.32,28.12,0,292
2024-09-25,Babar Azam,South Africa,Bangladesh,26,1,0,4,0,9.97,Loss,Test,5.06,2600,3,155
2025-05-14,Virat Kohli,Pakistan,New Zealand,189,65,35,1,1,4.6,Win,Test,178.3,290.77,3,325
2020-09-23,Kane Williamson,Pakistan,New Zealand,127,38,3,11,4,9.69,Loss,T20,163.12,334.21,0,182
2020-12-05,Babar Azam,South Africa,Bangladesh,93,72,20,6,1,9.77,Loss,ODI,104.96,129.17,2,165
2024-04-06,Virat Kohli,Sri Lanka,India,51,14,10,1,0,4.34,Tie,ODI,39.82,364.29,3,286
2022-04-23,David Warner,Sri Lanka,England,183,2,7,13,2,3.1,Tie,ODI,178.3,9150,1,247
2021-03-23,Rohit Sharma,India,South Africa,52,53,11,7,1,4.98,Win,ODI,79.04,98.11,4,315
2024-05-13,Virat Kohli,India,Sri Lanka,30,47,4,4,2,8.61,Loss,T20,57.78,63.83,2,257
2021-09-12,Babar Azam,Bangladesh,New Zealand,170,18,40,4,0,9.13,Tie,T20,158.74,944.44,3,367
2023-04-04,Joe Root,Sri Lanka,India,194,66,20,14,4,9.36,Loss,Test,240.28,293.94,3,136
2020-10-07,Kane Williamson,Bangladesh,Pakistan,2,106,0,0,2,6.27,Tie,Test,28.46,1.89,1,323
2025-01-11,Virat Kohli,South Africa,England,93,117,14,2,1,7.9,Win,T20,84.7,79.49,2,242
2024-05-03,David Warner,India,Australia,125,3,4,17,1,6.11,Win,ODI,129.28,4166.67,0,222
2023-03-20,Kane Williamson,India,New Zealand,11,63,1,1,0,5.32,Tie,T20,-0.14,17.46,4,241
2023-07-13,David Warner,Sri Lanka,New Zealand,6,22,0,1,2,4.85,Loss,Test,36.3,27.27,2,216
2023-02-02,David Warner,Pakistan,India,160,106,29,10,3,4.7,Win,Test,218.6,150.94,1,250
2024-10-11,Steve Smith,New Zealand,Sri Lanka,194,136,34,5,1,3.52,Win,T20,192.96,142.65,0,125
2022-11-13,Steve Smith,South Africa,India,188,77,5,11,1,6,Loss,ODI,145,244.16,0,392
2023-09-10,Jos Buttler,India,Sri Lanka,59,85,12,9,4,7.11,Loss,Test,146.28,69.41,1,296
2025-03-02,Babar Azam,India,Sri Lanka,190,22,38,0,5,4.97,Loss,Test,261.06,863.64,0,302
2025-01-06,David Warner,Bangladesh,New Zealand,114,93,26,1,0,5.21,Loss,T20,101.58,122.58,0,319
2025-03-22,Steve Smith,Australia,South Africa,16,72,2,2,0,8.36,Loss,ODI,1.28,22.22,3,156
2021-02-04,Virat Kohli,India,Australia,83,96,9,5,1,7.39,Win,Test,79.72,86.46,2,150
2020-03-20,Kane Williamson,New Zealand,Sri Lanka,0,150,0,0,4,4.04,Loss,T20,71.92,0,0,382
2020-04-23,Rohit Sharma,Australia,Bangladesh,193,30,31,9,2,8.58,Tie,Test,208.34,643.33,0,307
2021-10-08,Kane Williamson,Pakistan,South Africa,57,61,2,3,0,6.26,Win,Test,28.98,93.44,4,235
2020-09-06,Babar Azam,Sri Lanka,South Africa,72,106,15,4,1,8.4,Win,Test,81.2,67.92,2,218
2024-02-16,David Warner,Sri Lanka,Australia,22,80,0,1,5,5.4,Win,ODI,103.2,27.5,4,295
2020-02-10,Babar Azam,India,Australia,93,93,15,8,1,5.16,Tie,T20,110.18,100,0,250
2021-12-24,Rohit Sharma,Pakistan,Bangladesh,150,43,9,7,5,5.34,Win,Test,203.32,348.84,1,317
2020-01-08,Joe Root,Australia,South Africa,30,61,1,0,2,5.04,Win,T20,46.92,49.18,3,374
2023-06-25,Steve Smith,Bangladesh,Australia,54,45,5,7,5,4.6,Tie,T20,148.8,120,1,375
2020-02-15,David Warner,New Zealand,India,47,106,5,2,2,4.24,Tie,ODI,71.02,44.34,3,136
2022-02-01,Rohit Sharma,South Africa,England,188,141,26,19,4,3.52,Win,Test,275.96,133.33,4,184
2023-01-08,Jos Buttler,South Africa,Sri Lanka,45,117,11,2,3,4.27,Loss,Test,101.96,38.46,2,326
2021-01-16,Steve Smith,England,South Africa,151,87,32,23,0,5.44,Loss,T20,197.62,173.56,3,224
